centroid_accession,superkingdom,kingdom,phylum,class,order,family,genus,species,strain_isolate,gene_product,sequence_length_bp,ncbi_definition_line,cluster_count,cluster_accessions_species,curator_notes
KF710025.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. AMHSBL263,AMHSBL263,16S ribosomal RNA,1234,"Pseudomonas sp. AMHSBL263 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach. 
EF565939.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. NF1a,NF1a,16S ribosomal RNA,1434,"Pseudomonas sp. NF1a 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
EF565943.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. NF20,NF20,16S ribosomal RNA,1418,"Pseudomonas sp. NF20 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
EF565944.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. NF30,NF30,16S ribosomal RNA,1416,"Pseudomonas sp. NF30 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
KF710027.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp.*,AMHSOL259,16S ribosomal RNA,1213,"Pseudomonas gessardii strain AMHSOL259 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera honey stomach.  Species level ID uncertain.
DQ339646.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-11,16S ribosomal RNA,649,"Stenotrophomonas maltophilia isolate BRL02-11 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera.
DQ339651.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-19,16S ribosomal RNA,892,"Stenotrophomonas maltophilia isolate BRL02-19 16S ribosomal RNA gene, partial sequence",2,DQ339668.1: Stenotrophomonas maltophilia,Isolated from Apis mellifera.
DQ339652.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-20,16S ribosomal RNA,887,"Stenotrophomonas maltophilia isolate BRL02-20 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera.
DQ339640.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-5,16S ribosomal RNA,661,"Stenotrophomonas maltophilia isolate BRL02-5 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera.
DQ339642.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-6B,16S ribosomal RNA,922,"Stenotrophomonas maltophilia isolate BRL02-6B 16S ribosomal RNA gene, partial sequence",2,DQ339639.1: Stenotrophomonas maltophilia,Isolated from Apis mellifera.
DQ339643.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-7,16S ribosomal RNA,865,"Stenotrophomonas maltophilia isolate BRL02-7 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera.
DQ339644.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-8,16S ribosomal RNA,706,"Stenotrophomonas maltophilia isolate BRL02-8 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera.
DQ339645.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,BRL02-9,16S ribosomal RNA,830,"Stenotrophomonas maltophilia isolate BRL02-9 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera.
EF565938.1,Bacteria,undetermined,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas sp. 125,125,16S ribosomal RNA,1430,"Stenotrophomonas sp. 125 16S ribosomal RNA gene, partial sequence",1,,Isolated from Apis mellifera colony.
NR_121708.1,Bacteria,undetermined,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma apis,B31,16S ribosomal RNA,1507,"Spiroplasma apis strain B31 16S ribosomal RNA gene, complete sequence",7,"KT029538.1: uncultured bacterium, KT029544.1: uncultured bacterium, KT029549.1: uncultured bacterium, KT029550.1: uncultured bacterium, KT029551.1: uncultured bacterium, NR_104858.1: Spiroplasma apis",Isolated from Apis mellifera.
HM037702.1,Bacteria,undetermined,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma cf. melliferum*,MF0903,16S ribosomal RNA,1423,"Spiroplasma sp. MF0903 16S ribosomal RNA gene, partial sequence",1,,99% ID to type Spiroplasma melliferum IPMB4A and BC-3.  Isolated from Apis mellifera.
HM037701.1,Bacteria,undetermined,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma cf. melliferum*,MF0904,16S ribosomal RNA,1373,"Spiroplasma sp. MF0904 16S ribosomal RNA gene, partial sequence",1,,99% ID to type Spiroplasma melliferum IPMB4A and BC-3.  Isolated from Apis mellifera.
NR_025756.1,Bacteria,undetermined,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma melliferum,BC-3; ATCC 33219,16S ribosomal RNA,1515,"Spiroplasma melliferum strain BC-3 16S ribosomal RNA gene, complete sequence",3,"JQ347516.1: Spiroplasma melliferum, KF667482.1: Spiroplasma melliferum",Isolated from Apis mellifera hive.
KF706369.1,Bacteria,undetermined,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma melliferum,Not Available,16S ribosomal RNA,886,"Spiroplasma melliferum clone 0 16S ribosomal RNA gene, partial sequence",4,"KF706370.1: Spiroplasma melliferum, KF706371.1: Spiroplasma melliferum, KF706372.1: Spiroplasma melliferum",99% ID (881/885) to S. melliferum BC-3 type sequence NR_025756.1.
HM037700.1,Bacteria,undetermined,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma sp. MF0905,MF0905,16S ribosomal RNA,1430,"Spiroplasma sp. MF0905 16S ribosomal RNA gene, partial sequence",1,,Spiroplasma sp. from Apis mellifera.
